A,1079238479,1566539988,399393660,1927624523,614435296,1088568868,1809170318,600805508,1885071146,1667885486,1110076699,345430613,915953287,848939220,84306080,828045871,1994385176,975980419,389031248,485229227,761175200,1996402612,1965738818,410970999,81489179,2097079661,1088400984,558623268,1040478009,389810715,346957239,2119716488,1956350704,746350899,1899857364,423302352,1834919767,1561544034,1024107861,1572507265,1081945872,2134184560,1917937878,1997899159,835640132,2002243959,678461382,682541661,830740730,1067492631,1167770888,1591915930,916411595,986026059,2002886930,997900775,935622072,943804266,1556524043,1976100082,1333614981,1903481282,1948332922,1142482037,502348533,1700706638,1565784390,189784652,1114767024,442408603,1762291918,49229248,429109515,1532746148,2047128407,1264749647,1387506459,578106142,1947291308,70763542,1645598773,967578549,1662679472,414526720,1953604608,1518082754,1412427495,741743032,314403372,821467891,570359466,1648018354,577465525,371208741,643016743,1079814059,2071915379,61317485,1269598711,1039198756
A,503726088,884406981,1088428004,932835603,269669482,988072764,50101603,1657175941,1566178906,1997392911,1727939483,1064294031,817487812,1243135308,1478820751,623608772,613734414,743764599,1365351805,928137787,1565232490,1935711271,428672493,2142698015,159436364,1071689236,1075028426,83868096,1133006722,197143490,1123066852,1636732810,1081550471,64011208,422084766,1351219953,1052083972,472186369,860912247,470779230,322095632,441368082,1535073261,1139583445,1684503390,866410365,1763192217,150754157,1610174964,981060374,1078891944,1027923806,769287998,1507564437,1023138173,928724362,431770025,2098166600,1012592458,1564776747,147826442,2135659310,1054025910,1229376913,52186871,1476110676,433113219,1104270843,1948297045,1294025466,1575050074,122909029,1735393548,962639687,1262492474,1272413291,1829050052,878201044,1423167448,1291741368,1859261418,354575744,172181526,481065768,1862140181,1195319700,1409790131,146426558,1146002652,274898941,1711203306,1293829094,263074604,617745568,375722359,315261475,2093856244,808835578,1419532318,1894669641
A,2102861044,847098744,2017578670,1690770945,1809738432,1132587497,815700588,1491304836,2010788541,91384388,635562557,1722566311,445960132,807744083,56148432,160616665,2003063783,1465938563,307043223,1001582787,1740837504,2018246529,147928233,2003912108,488508449,523650593,171689935,434881045,1332486171,1591222254,182067038,1287863568,290837350,52162061,831150865,2100575782,1184749558,1646851453,1444396971,1048054451,1738235841,2079959528,623137114,36712325,740219963,679285546,197328990,595800099,2145224109,504372213,1597382886,1738577966,375135095,1745311120,1595006426,863643544,121478065,1766696362,1298524590,1453964236,1210434968,1480591628,594344156,1501272318,1532753689,1425495021,1454364453,570019599,924862826,751277776,1618074050,515615019,683753656,93727517,552327344,1423973619,773013063,749656334,2019773718,770753525,1254028548,1469672957,361847843,1629163643,1067500429,1956854269,345323539,1188978494,1576066983,1643848129,495459082,639018303,976956110,1089803239,2140290622,362226151,367814612,1447171427,932245751,1292677439
A,50965555,402836153,1808292458,734719211,496563670,213136155,11209182,1269576734,962792489,2030982901,2040330259,69337389,1353172210,254694454,1698501032,273188991,64065075,2043824572,1462167485,1640132059,1540189053,1957626567,131666714,369661515,899946158,124473688,731887667,1267760771,1571645115,1664133418,412954562,1622610670,2066969571,73763372,209846233,416049594,286899527,221055416,1685626328,1249692017,104554669,1578472939,1319029406,1457726879,1833167393,870046791,1730915870,1897232468,766387715,1045599707,1389880879,159093120,855742626,1521547594,528754636,1755688785,1646021282,1260642303,875965908,1070182750,777292073,1288920470,545309772,696777996,1362683842,755156006,1112827590,1649583370,976211422,650970270,751791739,1080766091,81959561,2070821145,391009322,1915126954,793384288,2121925192,1664875775,1559772003,1020041251,907273006,1718865124,1875783877,281336952,100136112,1483989014,1927358235,1360778415,212471274,850057337,2138070488,1501391744,1395367109,687364836,716591939,3039467,1800192427,218691661,979250889
A,303679049,970483400,2060016980,385638611,893820897,303542654,153281917,1687205186,277984198,1818157692,1099493541,1298025449,577947051,670875017,1026325679,859284003,771011129,362831045,639158590,2131789544,575302320,1489215927,2122376384,2076694064,737099389,662257573,645802355,740138856,314966352,864494016,1719389746,618645401,1834977416,1631923078,1004284012,581314666,1935465733,1157565930,121036204,65966283,828239974,1220529745,1363991733,1406187025,1891404763,242833764,117987381,514932244,605664809,757145971,499238141,1180967129,98878251,474130877,1110177546,835977640,1136388450,1755979901,1576116496,1451354802,472990270,1148022594,2070000204,160484038,632462025,926800568,741798704,420444110,2084366498,862834908,486410393,765122825,2083364654,1850402126,23826202,1827285769,2093235890,141813583,194734365,551417052,898959555,693972506,1732384181,997837806,1168103384,695078079,1833815446,157008186,303574333,1262448294,1608362989,776564603,262987241,1530879545,937048641,895449266,310196465,1678847346,1315893376,247079316
A,394198606,1802303769,1012202141,330079612,1505222248,1036028343,9881733,1450974490,1177841927,204616099,2002391542,2076801482,898588605,1587292076,927155640,2066691989,134886507,613487438,76216528,438460840,1875935732,1684579517,1215025443,2138922973,1067975414,4590437,886888591,1378171879,1683437783,55298319,1625251195,2077636389,1857602089,489969688,260232354,1215340689,1525998032,270114087,518831531,556356311,474730186,373739426,485674145,1373318792,1961031502,1412829785,1292527133,2095918009,2026317223,1368743661,386895202,1754769307,905839530,1601920645,1746208633,1973814944,1606511082,485613576,1204503176,1142465217,540911896,682270723,1072617959,251030337,1172240412,1332850313,1466371026,550754796,1602964400,1985202557,1107111107,2077694587,211458335,1592785252,1303529731,25006189,858131389,448573216,2120924199,736964964,1817316878,360335753,344250623,575672760,1962256398,2090459256,402004057,1421283833,428589185,1606507233,416265402,969501081,141294308,1488883361,1220531418,1313534720,674250026,539418796,1864289516,129730779
A,377137705,823916975,59941718,588596041,269218579,1363471449,613602230,1127349968,1812044665,587042781,1864314932,1481877895,947378534,61081908,2057550656,762151285,4057516,312071065,35951470,432646701,1918578298,452216872,1402147782,2059872606,1941100234,475195552,1225923679,467866612,1014614348,942729547,597597391,1391752054,1766646523,657539109,1980348095,2035865102,2021010558,446466677,1015731423,1685571576,1033509459,732562707,1019965823,1980887993,793644615,930032831,595555630,797702132,1242103896,631507100,1230348833,1013198546,1083723973,485012968,925587505,877340559,960208520,4027536,1345207171,1974822869,946757083,1942804563,1219091275,565919958,452860024,1051955722,454301413,326386935,1498422399,1470032836,2011958511,384448210,55111895,884440686,217852556,848756511,1814473518,813408186,1646458643,909093766,1444915287,729323828,1922292313,381155612,1214336796,700396170,1258496171,27061669,704423706,456219694,2001884538,1651180789,251540609,1073492165,69617100,704400634,2125447887,523918513,1030787569,1476386638
A,1993951349,895262432,1860834849,2049063244,1779703118,2078687405,750336107,1446692988,744611943,249311102,208303107,42043582,978634931,2130595420,423199194,45488079,683507942,1681695365,72549748,1387931648,2137915060,2074434286,891628789,241972021,1000442803,961245889,946372655,978407042,1485164402,1977160224,307310033,1331632103,724939008,20661234,1233211700,357158479,2099348639,1983547807,1803851467,696476934,85375262,2012154574,738520517,1064010193,1995266346,1161719711,1109498272,531290640,695931429,1182048021,1919222288,686362841,1108998659,663367430,928334862,2109441463,1624613319,1874707518,940364857,962294074,1704384094,1247674890,146442529,281839455,1268336124,1379654229,638997934,1220201115,1215718389,295365753,1916678050,1301093651,160036680,507714919,217620196,7819378,1669434630,1327118468,539110019,217882411,361682841,310848659,904245252,1470681501,974216089,1832580115,1432639316,451345761,1559803985,225520525,1413639835,1116704431,1473195416,1560082364,1398543886,594047892,792252946,2037541820,1814249008,2007971335
A,185423926,1583443410,1161581338,345460606,2091158329,1379201534,353279984,1613109311,558836354,892390003,1830991723,920519196,1203238663,587753327,243717049,29971104,272849794,1676356365,481316865,1832653779,1901876890,1894956700,801874563,1227588658,1307555417,52934801,1821636551,2099808363,2090476622,1488401911,1960296050,128416900,924361673,974393740,473877506,868036354,206111626,827157490,333662017,764947980,1719547494,17170092,1685467176,775302509,604923420,1929184225,805273613,877773214,1458056942,1286590479,562943346,1212450185,1034063531,1364817909,292555195,194135300,1417752710,2114191746,146460015,1360745684,1455110009,2106756065,1489162584,231988034,933666157,1963040090,1100024388,1139777783,642713933,1433686406,1904725764,214777779,1450856498,1442709292,990080288,2055779918,1224409870,1795353901,786069485,534983164,934460732,1349012831,1747433349,1968524264,566347092,2039988545,15175916,1984099802,2006696643,161635932,1197361839,1314323005,120908349,539040775,1546311039,1054574507,354597218,498851780,46868642,997311151
A,1932538186,1951594406,1212088930,1235911036,1246820051,54685570,1144207307,323746273,1850039471,1930276792,858729437,637016556,1131805975,458679139,458057172,1698153067,351184036,473233088,1534769221,210397031,634869020,584647412,1524720036,755777370,1123688188,923547428,1810351877,1478285406,1422399208,1857220519,328112909,1207453746,1661331278,1540201839,295881134,760667681,1594887409,1440088441,1084413954,1297443232,1222881585,1943143391,1934459788,207203912,254338882,245033312,1905356979,605522918,718266401,1292642553,815919950,1353135421,1877289965,193156338,2108912791,853494505,1116703766,1771781020,184296263,391619326,1481517892,512409172,1599073072,995365522,2052611011,1894954207,1756033203,1500014772,1187559000,692963509,649974357,262956938,488623252,436950497,470160850,742962135,681983810,228034182,1348485053,1400250211,1520676735,16921355,605901984,1250483052,210077694,567331128,2103977558,1326781460,191628500,140790173,1718400787,1673146392,653199346,1169990211,521028266,558326709,917460770,129577821,2058341482,2105019771
